2024-02-20 14:23:55,512: 'm'
2024-02-20 14:23:55,693: 'w'
2024-02-20 14:23:56,073: Key.backspace
2024-02-20 14:23:56,262: 'e'
2024-02-20 14:23:56,451: Key.space
2024-02-20 14:23:56,732: 'w'
2024-02-20 14:23:56,931: 'h'
2024-02-20 14:23:57,011: 'a'
2024-02-20 14:23:57,352: 't'
2024-02-20 14:23:57,619: Key.space
2024-02-20 14:23:57,888: 'w'
2024-02-20 14:23:58,090: 'h'
2024-02-20 14:23:58,211: 'a'
2024-02-20 14:23:58,427: 't'
2024-02-20 14:23:58,548: Key.space
2024-02-20 14:23:58,719: 't'
2024-02-20 14:23:58,906: 'o'
2024-02-20 14:23:59,138: Key.space
2024-02-20 14:23:59,268: 'w'
2024-02-20 14:23:59,464: 'r'
2024-02-20 14:23:59,646: 'i'
2024-02-20 14:23:59,806: 't'
2024-02-20 14:24:00,095: Key.space
2024-02-20 14:24:00,165: 'e'
2024-02-20 14:24:00,453: Key.backspace
2024-02-20 14:24:00,643: Key.backspace
2024-02-20 14:24:00,930: 'e'
2024-02-20 14:24:01,101: Key.space
2024-02-20 14:24:01,458: 'i'
2024-02-20 14:24:01,610: 'n'
2024-02-20 14:24:01,821: Key.space
2024-02-20 14:24:02,210: 'r'
2024-02-20 14:24:02,396: 'e'
2024-02-20 14:24:02,567: 'a'
2024-02-20 14:24:02,741: 'd'
2024-02-20 14:24:03,036: 'm'
2024-02-20 14:24:03,433: 'e'
2024-02-20 14:24:03,614: Key.space
2024-02-20 14:24:05,377: 'f'
2024-02-20 14:24:05,522: 'i'
2024-02-20 14:24:05,722: 'l'
2024-02-20 14:24:05,919: 'e'
2024-02-20 14:24:06,072: Key.space
2024-02-20 14:24:06,232: 't'
2024-02-20 14:24:06,401: 'o'
2024-02-20 14:24:06,541: 'o'
2024-02-20 14:24:06,732: Key.enter
2024-02-20 14:28:01,865: 'g'
2024-02-20 14:28:02,126: 'i'
2024-02-20 14:28:02,393: 't'
2024-02-20 14:28:03,007: Key.right
2024-02-20 14:28:03,440: ']'
2024-02-20 14:28:04,171: Key.backspace
2024-02-20 14:28:04,508: Key.enter
