2024-02-20 14:19:22,263: 'c'
2024-02-20 14:19:22,639: 'm'
2024-02-20 14:19:22,869: 'd'
2024-02-20 14:19:23,298: Key.enter
2024-02-20 14:19:31,339: Key.ctrl_l
2024-02-20 14:19:31,716: '\x16'
2024-02-20 14:20:53,448: Key.ctrl_l
2024-02-20 14:20:53,835: '\x01'
2024-02-20 14:20:54,903: '\x03'
2024-02-20 14:21:28,613: Key.ctrl_l
2024-02-20 14:21:28,999: '\x03'
2024-02-20 14:21:36,251: Key.ctrl_l
2024-02-20 14:21:36,669: '\x16'
2024-02-20 14:21:42,056: Key.ctrl_l
2024-02-20 14:21:42,423: '\x03'
2024-02-20 14:21:43,262: Key.ctrl_l
2024-02-20 14:21:43,771: Key.ctrl_l
2024-02-20 14:21:43,793: '\x16'
2024-02-20 14:21:44,903: Key.enter
2024-02-20 14:22:21,241: 'n'
2024-02-20 14:22:21,385: 'o'
2024-02-20 14:22:21,558: 'w'
2024-02-20 14:22:21,729: Key.space
2024-02-20 14:22:21,900: Key.shift
2024-02-20 14:22:22,036: 'I'
2024-02-20 14:22:22,207: Key.space
2024-02-20 14:22:22,327: 'w'
2024-02-20 14:22:22,489: 'a'
2024-02-20 14:22:22,698: 'n'
2024-02-20 14:22:22,831: 't'
2024-02-20 14:22:23,186: Key.space
2024-02-20 14:22:23,756: 'o'
2024-02-20 14:22:23,826: 't'
2024-02-20 14:22:24,006: Key.space
2024-02-20 14:22:24,822: Key.backspace
2024-02-20 14:22:25,038: Key.backspace
2024-02-20 14:22:25,400: Key.backspace
2024-02-20 14:22:25,600: 't'
2024-02-20 14:22:25,740: 'o'
2024-02-20 14:22:25,951: Key.space
2024-02-20 14:22:26,159: 'p'
2024-02-20 14:22:26,334: 'o'
2024-02-20 14:22:26,461: 's'
2024-02-20 14:22:26,649: 't'
2024-02-20 14:22:26,871: Key.space
2024-02-20 14:22:27,031: 't'
2024-02-20 14:22:27,178: 'h'
2024-02-20 14:22:27,299: 'i'
2024-02-20 14:22:27,419: 's'
2024-02-20 14:22:27,575: Key.space
2024-02-20 14:22:27,768: 'i'
2024-02-20 14:22:27,909: 'n'
2024-02-20 14:22:28,096: Key.space
2024-02-20 14:22:28,544: 'g'
2024-02-20 14:22:28,805: 'i'
2024-02-20 14:22:29,273: 't'
2024-02-20 14:22:29,533: 'h'
2024-02-20 14:22:29,903: 'u'
2024-02-20 14:22:30,340: 'b'
2024-02-20 14:22:30,531: Key.space
2024-02-20 14:22:30,689: Key.shift
2024-02-20 14:22:30,880: Key.enter
2024-02-20 14:22:31,357: 'h'
2024-02-20 14:22:31,512: 'o'
2024-02-20 14:22:31,668: 'w'
2024-02-20 14:22:31,798: Key.space
2024-02-20 14:22:32,019: 'c'
2024-02-20 14:22:32,155: 'a'
2024-02-20 14:22:32,276: 'n'
2024-02-20 14:22:32,436: Key.space
2024-02-20 14:22:32,510: Key.shift
2024-02-20 14:22:32,643: 'I'
2024-02-20 14:22:32,834: Key.space
2024-02-20 14:22:33,044: 'p'
2024-02-20 14:22:33,235: 'o'
2024-02-20 14:22:33,422: 's'
2024-02-20 14:22:33,621: 't'
2024-02-20 14:22:33,863: Key.space
2024-02-20 14:22:34,023: 't'
2024-02-20 14:22:34,179: 'h'
2024-02-20 14:22:34,324: 'i'
2024-02-20 14:22:34,431: 's'
2024-02-20 14:22:34,591: Key.space
2024-02-20 14:22:35,105: Key.shift
2024-02-20 14:22:35,685: Key.space
2024-02-20 14:22:35,967: 't'
2024-02-20 14:22:36,083: 'e'
2024-02-20 14:22:36,334: 'l'
2024-02-20 14:22:36,485: 'l'
2024-02-20 14:22:36,711: Key.space
2024-02-20 14:22:36,882: 'm'
2024-02-20 14:22:36,992: 'e'
2024-02-20 14:22:37,139: Key.space
2024-02-20 14:22:37,268: Key.shift
2024-02-20 14:22:37,460: Key.enter
2024-02-20 14:22:37,809: Key.shift
2024-02-20 14:22:37,941: 'I'
2024-02-20 14:22:38,187: Key.space
2024-02-20 14:22:38,388: 'm'
2024-02-20 14:22:38,458: 'e'
2024-02-20 14:22:38,635: 'a'
2024-02-20 14:22:38,796: 'n'
2024-02-20 14:22:38,966: Key.space
2024-02-20 14:22:39,026: Key.shift
2024-02-20 14:22:39,193: 'I'
2024-02-20 14:22:39,424: Key.space
2024-02-20 14:22:39,646: 'k'
2024-02-20 14:22:39,823: 'n'
2024-02-20 14:22:39,987: 'o'
2024-02-20 14:22:40,074: 'w'
2024-02-20 14:22:40,240: Key.space
2024-02-20 14:22:40,355: 't'
2024-02-20 14:22:40,521: 'h'
2024-02-20 14:22:40,628: 'e'
2024-02-20 14:22:40,754: Key.space
2024-02-20 14:22:41,031: '['
2024-02-20 14:22:41,208: 'r'
2024-02-20 14:22:41,733: 'o'
2024-02-20 14:22:42,135: 'c'
2024-02-20 14:22:43,170: Key.backspace
2024-02-20 14:22:43,373: Key.backspace
2024-02-20 14:22:43,572: Key.backspace
2024-02-20 14:22:43,971: Key.backspace
2024-02-20 14:22:44,606: 'p'
2024-02-20 14:22:44,817: 'r'
2024-02-20 14:22:44,948: 'o'
2024-02-20 14:22:45,285: 'c'
2024-02-20 14:22:45,475: 'e'
2024-02-20 14:22:45,694: 'd'
2024-02-20 14:22:45,865: 'u'
2024-02-20 14:22:46,432: 'c'
2024-02-20 14:22:51,136: Key.backspace
2024-02-20 14:22:52,066: 'r'
2024-02-20 14:22:52,182: 'e'
2024-02-20 14:22:52,383: Key.space
2024-02-20 14:22:52,672: Key.shift
2024-02-20 14:22:52,883: Key.enter
2024-02-20 14:22:54,072: 'j'
2024-02-20 14:22:54,279: 'u'
2024-02-20 14:22:54,409: 's'
2024-02-20 14:22:54,529: 't'
2024-02-20 14:22:54,767: Key.space
2024-02-20 14:22:55,456: 't'
2024-02-20 14:22:55,596: 'e'
2024-02-20 14:22:55,945: 'l'
2024-02-20 14:22:56,086: 'l'
2024-02-20 14:22:56,272: Key.space
2024-02-20 14:22:56,433: 'm'
2024-02-20 14:22:56,533: 'e'
2024-02-20 14:22:56,662: Key.space
2024-02-20 14:22:56,792: 'w'
2024-02-20 14:22:56,942: 'h'
2024-02-20 14:22:57,067: 'a'
2024-02-20 14:22:57,181: 't'
2024-02-20 14:22:57,401: Key.space
2024-02-20 14:22:57,583: 't'
2024-02-20 14:22:57,716: 'o'
2024-02-20 14:22:57,954: Key.space
2024-02-20 14:22:58,222: 'w'
2024-02-20 14:22:58,423: 'r'
2024-02-20 14:22:58,660: 'i'
2024-02-20 14:22:58,802: 't'
2024-02-20 14:22:58,952: 'e'
2024-02-20 14:22:59,103: Key.space
2024-02-20 14:22:59,229: 'a'
2024-02-20 14:22:59,410: 'n'
2024-02-20 14:22:59,510: 'd'
2024-02-20 14:22:59,675: Key.space
2024-02-20 14:23:11,092: 'w'
2024-02-20 14:23:11,940: 'i'
2024-02-20 14:23:12,110: 't'
2024-02-20 14:23:12,277: 'h'
2024-02-20 14:23:12,478: Key.space
2024-02-20 14:23:12,659: 'a'
2024-02-20 14:23:12,826: 'l'
2024-02-20 14:23:12,976: 'l'
2024-02-20 14:23:13,186: Key.space
2024-02-20 14:23:13,384: 't'
2024-02-20 14:23:13,666: 'h'
2024-02-20 14:23:13,814: 'e'
2024-02-20 14:23:14,186: 'e'
2024-02-20 14:23:14,343: 'w'
2024-02-20 14:23:15,202: Key.backspace
2024-02-20 14:23:15,388: Key.backspace
2024-02-20 14:23:15,690: 's'
2024-02-20 14:23:15,842: 'e'
2024-02-20 14:23:16,567: Key.space
2024-02-20 14:23:23,196: Key.space
2024-02-20 14:23:23,543: 'c'
2024-02-20 14:23:23,739: 'o'
2024-02-20 14:23:23,882: 'd'
2024-02-20 14:23:24,104: 'e'
2024-02-20 14:23:24,361: 's'
2024-02-20 14:23:24,622: Key.shift_r
2024-02-20 14:23:25,365: Key.enter
2024-02-20 14:23:54,414: 't'
2024-02-20 14:23:54,625: 'e'
2024-02-20 14:23:54,962: 'l'
2024-02-20 14:23:55,112: 'l'
2024-02-20 14:23:55,313: Key.space
